Kata,TF-IDF
brang,6.788874705922064e-05
bray,8.870117654253797e-05
breakernya,0.00010766084708872619
bridge,8.007177795812168e-05
brimnya,9.789211239673616e-05
brng,0.00020791320681963252
bros,0.00012551534201007435
bross,9.691187286370236e-05
brudul,0.00035491402929939815
brudulan,0.0001912325541710393
buang,0.0005226903426498
buang2,0.00017229897166164097
buat,0.006601236547296303
bubble,5.807729387380708e-05
buckel,9.19389582400249e-05
bucket,0.00010995372572526711
buckle,0.0001700319913990119
bugundyada,0.00011662580625357581
build,0.00035943759940064657
buka,0.000881941135219024
bukan,0.0033262459399887663
bukti,5.854523558122251e-05
buku,9.559615952294829e-05
bulan,0.001549357036424196
bulat,0.00014173262848689568
bulatkalau,7.509166530773172e-05
bulet,6.643432714248297e-05
bulu,0.0009789078199940462
bulu2,9.776616865070557e-05
buluk,0.00019445356588404067
buncit,6.413627891265772e-05
bungkus,0.0004595877844250897
buntu,0.00015833067236978662
buru,0.00022837714616938916
buru2,9.186887336605982e-05
buruburu,0.0001699477319382115
buruk,0.0020098496258788372
burukk,6.463516967712982e-05
burukkk,0.00031517629363564343
busana,0.00010408172287049198
busuk,5.211988725607582e-05
but,0.00028336295900170634
buta,0.00012591501719386088
butek,0.0002843378888312552
butuh,0.0011148172624677786
butut,0.00013653263996447334
buy,0.00037245676648760154
buyer,5.128679096571293e-05
buying,6.918820394975645e-05
bwt,6.788874705922064e-05
by,9.501563679485866e-05
cabang,9.192804438877524e-05
cabut,8.866358486731089e-05
cacat,0.002455764955862946
cahaya,0.00010089519871082454
cakeeppp,0.0002484472049689441
cakep,0.0023151762531318115
cakeup,0.00011914375192686834
calon,0.0001191171257813445
calon2,3.633191883018576e-05
can,0.000264803229099892
cancel,0.000577022646359593
cantel,0.00017533879195606521
cantol,0.00017218873521911742
cantum,0.00020376632195552642
canvas,0.0001636509429997683
cap,0.00011799284536805333
capeeekkk,4.7373543493466834e-05
capek,0.0003288766684380011
capit,0.00013014165898657485
caption,0.0001351361217973918
cara,0.00012917638009012016
cardigan,0.00017802157483462152
cargo,0.0001251743563317345
cari,0.0005660352515669899
caring,0.00013555840647806714
carvil,8.176893736739919e-05
cashback,5.8294657850166405e-05
cashbacknya,0.0002353634398819201
casual,8.763748416846674e-05
cat,0.0005722779279041108
catat,0.0001493959802311799
cek,0.001018137554856289
cekout,9.180604950954671e-05
celan,0.00010505044310894394
celana,0.012147146860708502
celanabtw,5.096875613494738e-05
celanannya,8.43777001829103e-05
celananyaa,0.00012145377685814875
celanaya,0.0001737077665662152
cenderung,0.0007937279311088594
cendrung,0.00011010348693721531
centerperlu,0.0002403702600526109
cepat,0.015272770677151841
cepatbahan,0.0001320700926693044
cepatrabu,7.434200046356316e-05
cepek,4.7373543493466834e-05
cerah,0.000180940444734783
cermin,0.0002159414850409606
ceroboh,4.1493347773052154e-05
charcoal,0.0002626893460458982
charger,8.177793681143475e-05
chart,0.0016027082174693336
chartf,0.0002216554418597041
chat,0.0013609110398240501
chatt,6.788874705922064e-05
cheapsorry,7.453546888631744e-05
check,0.0003691550045440026
checkout,0.00030829800865351414
chino,0.0007645022159304958
chinonya,8.37626792389797e-05
chinos,0.0003973097789560104
chinosnya,0.00012082841624656371
choose,0.00011593246657027748
cina,0.0002655220073832167
cingkrang,6.509259899209288e-05
citra,5.730151384455799e-05
ciut,0.0005094307836614907
ckckckck,0.0001101892958113013
clearly,5.3699417796699745e-05
clip,7.16772868992384e-05
cmberat,9.437482962370222e-05
co,0.00013679285487669745
coba,0.0011136472987641791
cobain,8.473453796654576e-05
cobakancingnya,7.547235017803613e-05
cocok,0.004493960946597073
cod,5.270601789388752e-05
coffe,5.937825218061624e-05
cokelat,0.0001892747198059489
coklat,0.0012045953039272965
colarless,0.00015671992490299365
collar,4.808356010209602e-05
color,4.2650621273655046e-05
combed,0.0003414631554740229
coment,0.00014569226302705635
comfy,9.797640424669326e-05
common,5.3699417796699745e-05
compared,4.2650621273655046e-05
competent,4.2650621273655046e-05
complain,0.00033041168915749357
complaint,4.442020167024333e-05
complements,4.2650621273655046e-05
contoh,0.0002727721974734024
controlnya,0.00025584655463446157
cool,0.0001103387599053554
copot,0.0018052202366865163
copott,0.00016658246188371083
corak,0.0004463808980616432
coretan2,6.312145057746054e-05
costumer,0.00011049433042138031
cotton,0.0008111861420464796
cottonnya,0.0001848923102105251
cottontebal,0.00012703638752508634
cowok,0.0001974936647040025
craftmanship,6.234355357172993e-05
crdinal,9.124723915705531e-05
cream,0.000545333316400192
crem,0.00013815214633095883
crooked,5.6136930819873e-05
csnya,0.00012681252904423539
cttn,0.0001372446696523239
cuci,0.0031848266192286453
cucirikes,6.409568223696111e-05
cucok,7.755670079131868e-05
cuekin,0.0001253207873167934
cuff,0.0006420139524431976
cufflink,0.00013477359815219475
cufflinknya,5.2323222897104725e-05
cufflinks,0.00012869184719544702
cuil,4.418895394971626e-05
cukup,0.005345128943639594
cukupyg,0.00013460958732072894
cuma,0.0206426921840788
curiga,4.182097591741339e-05
custom,5.803154639380965e-05
customer,0.0007067307244372825
cut,0.00024200694891835507
cutbray,7.972416148670378e-05
cutingannya,0.00014282712603205905
cutter,5.951924157404806e-05
cutting,0.0016233397664046241
cuttingan,0.0010832040218682715
cuttingannya,0.0012236269815556911
cuttinganya,0.0001963836013221719
cuttingnya,0.0003286215324222148
cuttingsizingnya,0.00015442138036416645
cuy,7.854956533020918e-05
dada,0.00044205853388065366
dadak,8.261183627668077e-05
daerah,0.00011582314066895768
dagang,0.00013572228961729983
dagu,0.00017218873521911742
daily,0.00011227505568344901
daki,4.419798354431941e-05
dalam,0.0012576758214703301
dalammungkin,0.0001027393926277706
dalem,0.00038518729716769203
dalemanya,0.00011252157030861033
damage,0.0001027471892625486
dan,0.0008260375427230412
dana,0.00045683746236801023
dannnn,0.00013954464314982926
dapat,0.0029299734666934836
dapetnya,0.00023585532990064642
dar,0.00016568083627973567
darat,0.00023402660338322115
dari,0.00039730192041111725
dark,0.00036453973055715697
darker,4.2650621273655046e-05
darurat,0.00023814594424386552
dasar,0.00015387675304245167
dasi,0.0014121729042901993
datang,0.005186769882761768
dateng,0.0020957145867560737
datengnya,0.000442553582585526
daur,9.610801580998462e-05
day,0.0006456948440097268
deal,8.25220247616485e-05
debat,7.207392382245705e-05
deep,0.00010816106445441664
defect,0.00019064902918339112
deh,0.0015194206911757669
dekat,0.00047178454826257314
dekil,9.515242712150144e-05
delivery,8.329532364855493e-05
deliverynya,3.75758702689165e-05
demikian,5.928117018408445e-05
dengan,0.002312162453426879
dengkul,0.00011356867510039474
dengn,0.00015442138036416645
denim,6.284062569808189e-05
depan,0.002671185895591857
departement,8.755070930997577e-05
depok,8.256166954669932e-05
depstore,0.00014523595484988337
dept,9.431323527288045e-05
desain,0.0015116569691087606
desaindan,0.000223484447674758
descipsi,0.00019071224468274694
design,0.0006468929210185661
designnya,0.00015325865744551727
deskripnya,7.97295623667052e-05
deskripsi,0.008858174122007848
deskripsibagus,0.0002236614407665371
deskripsibahan,0.00012234453115513174
deskripsifoto,0.00013577040913408824
deskripsijooos,0.0001505606610117132
deskripsimantul,0.0001530514193860074
detail,0.0006221517811535506
di,0.006782545047845137
diadjust,9.399569684017383e-05
diam,0.0001989414993229774
diamond,6.160480336756533e-05
diawal2,0.00012035088480472182
dibagusin,9.559615952294829e-05
dibandrol,5.096875613494738e-05
dibersihin,8.169606130869152e-05
dibolehin,0.00046231497865611775
dibolongin,0.0006195680163712673
dibonusin,0.000130379825325685
dibuatin,0.0001699477319382115
dicancel,5.349566517272366e-05
dichat,0.00010731043977819314
dicucibahannya,4.935856158732883e-05
dicustom,9.399569684017383e-05
digunain,9.912786788064611e-05
digunting2,6.526931402933273e-05
diimprove,0.00011032570228829485
diingetin,3.75758702689165e-05
dijait,6.822993272309804e-05
dijelasin,9.672952500476301e-05
dikabarin,8.458295021391639e-05
dikibulin,9.135029672138028e-05
dikirim2,8.856072556381025e-05
dikirkm,0.00011389886005229869
dikriim,0.00012106460100621068
dilebihin,7.25255356261437e-05
dilipet,0.0002679495930691334
dilubangin,7.870388989995838e-05
dimana2,0.00023709786928178167
dimintain,4.1493347773052154e-05
dingin,0.0004435397434619354
dingkol,0.00017449489272022243
dinote,0.00010848645259345064
dipacking,0.0001576733683747755
dipackingnya,0.00015519920287307274
dipak,0.00011227505568344901
dipakainyaa,0.00012664085457764153
dipakainyatinggi,0.00014543419201566872
dipakaipadahal,8.523835045623535e-05
dipake2,4.419798354431941e-05
dipakenya,0.00013646412042742429
diperbaikiatasi,6.273991825372087e-05
diphoto,0.00011837689115510978
dipickup,9.07863353389016e-05
dipikirin,4.1493347773052154e-05
dirapihkan,6.478655490454325e-05
direndem,6.528107982885219e-05
direspon,0.0001339976457442406
direview2,0.0001752976722348404
diri,3.549829449872947e-05
disappointed,0.00011834948180887004
disaranin,4.1493347773052154e-05
disimpen,6.643432714248297e-05
diskon,0.0015463877194212448
diskrips,0.00010555129920295058
display,0.0005091623326087746
distrika,8.971229196556854e-05
distro,0.0006099820467294517
ditambal2,7.657907043715321e-05
ditanyain,0.00022447245037013805
ditaro,0.00010137545249158779
ditawarin,0.00010558624662600362
ditengahny,0.00011527399962517083
ditingkatin,0.00015226440825986875
dituker,0.0002209810654999255
diunboxing,7.094783567271726e-05
dkirim,9.034336359329002e-05
dkirm,0.00011966543571072262
dkk,6.964797147311142e-05
dlpengiriman,0.00023854305877914474
dm,5.0725400860640444e-05
dn,9.78189004438008e-05
do,0.00010782995972861331
doank,5.211988725607582e-05
dobel,0.00010594773672108897
dominan,7.053900278837013e-05
dompet,0.000570041897333337
done,0.00034830742160623214
dong,0.0005535552032120402
dont,8.67957364245574e-05
doos,0.00011516165988611337
dosa,8.01339776159906e-05
double,4.357584307728028e-05
dpakai,0.00011221903979542812
dpake,6.251751175723686e-05
drifit,9.634169877931474e-05
drop,3.4560766925239184e-05
dsini,0.00012281423687923962
dtg,0.0003652875308316068
dtng,0.0001533058276738125
dua,0.0022375814455822024
dua2,7.453546888631744e-05
dua2nya,0.00023858058627701889
duhh,3.163199482960532e-05
duit,0.00018062166338958944
dukung,0.0001448538483348939
dulu,0.002080962872347478
duper,0.000306232945884412
durability,8.05156729128246e-05
durasi,6.273991825372087e-05
dus,0.00036603858548832856
dusty,0.00011389886005229869
duterima,0.00017751048444183411
dzalimbiar,7.573883916944534e-05
dzalimi,7.573883916944534e-05
eaaa,0.00017148388565263275
easy,6.354315779720522e-05
ecenem,9.03131292159999e-05
edar,7.250796904350031e-05
edit,0.00041253797348787986
effort,5.2323222897104725e-05
eh,0.0008309218024292266
ehh,0.00022663722860015166
ekapektasi,0.00017528781699782567
ekonomis,0.00024607264238181046
ekpedisi,0.00015566934787569718
ekseptasi,0.00015747116401410943
ekspedisi,0.0006422458679366463
ekspektasi,0.003706467989858179
ekspetasi,0.0011592274376829935
ekspetasinya,0.00015774021359321526
elastis,0.00041659890730252425
elegan,0.0005264751031116523
emas,0.0006053673301277182
embel2,0.00011331096089027232
emblem,8.397144121308385e-05
emng,0.00014465279087841663
empuk,0.00010887212783136807
enak,0.008661023421492844
enakeun,0.0002661310802855417
enakk,0.00014037317414367244
engeh,0.00010076271391046378
enough,0.0001683245631072074
entah,0.0008610747288409775
enteng,0.00018868482841763825
enyoy,0.000283717644051695
equal,6.354315779720522e-05
erti,5.803154639380965e-05
esok,0.00020353660349607777
estimasi,0.0010546038215294394
etalase,0.0006743460339935125
etalasewarnaukuran,4.7425207664858136e-05
etc,3.9185110113794444e-05
etikad,4.0850285282569456e-05
euyy,0.00018462634269230982
evaluasi,4.923173721356021e-05
even,9.494112007385766e-05
expect,0.00013262270523904763
expectasi,0.00034572640442801346
expectation,0.00030765012574664993
expected,0.00021632019577519818
expecting,5.717966085748495e-05
expektasi,0.00013941348651267275
expendable,6.413627891265772e-05
expetasi,0.0003526237561341485
extend,7.839187599394146e-05
fabric,4.2650621273655046e-05
fabrics,5.3699417796699745e-05
fabriknya,5.364960109967839e-05
failed,0.00010794150724830285
fair,3.4560766925239184e-05
far,0.0001606107291551034
fashionable,8.006942385865394e-05
faux,0.00011269641624713673
februari,0.00017636619105697147
fedora,9.067714298494326e-05
feelings,5.124127600631081e-05
feels,9.610801580998462e-05
fell,8.990432976286884e-05
find,0.00011602679191628467
finishing,0.0013087313374017904
